Frame,ID,Team,X,Y
0,0,Opponent,18.560206097581933,15.284321443559241
0,1,Opponent,18.38219570444962,37.90684713357388
0,2,Opponent,18.337737122543984,50.67658903718653
0,3,Opponent,16.534720278405278,58.349239949579506
0,4,Opponent,46.13808981171465,12.01813202419293
0,5,Opponent,44.03031058319325,30.681828662056496
0,6,Opponent,44.54055699571476,68.59870751550413
0,7,Opponent,45.65264607537103,87.48528102335364
0,8,Opponent,68.32713602332922,38.56883679950581
0,9,Opponent,70.80030988873355,59.84370744176479
1,0,Opponent,18.96524050604966,12.914238541965222
1,1,Opponent,17.640556203893144,38.48663046609911
1,2,Opponent,21.16580534896749,53.925503477692196
1,3,Opponent,21.13435582781808,58.875197916025996
1,4,Opponent,45.636191146607004,10.311038904065109
1,5,Opponent,43.74495487825389,28.96022391001503
1,6,Opponent,45.0368579112564,68.4054997486138
1,7,Opponent,42.8706185592277,85.74263561719607
1,8,Opponent,67.56748009941532,38.58552417415256
1,9,Opponent,71.03646203967526,61.882860222783506
2,0,Opponent,20.478585411251572,15.215176176520494
2,1,Opponent,19.796722464236993,38.21070770700269
2,2,Opponent,18.783921734099092,48.24281308967212
2,3,Opponent,21.768982707735674,59.405581855746675
2,4,Opponent,43.60198355547346,7.976250583232839
2,5,Opponent,44.319789577325736,30.547228925978203
2,6,Opponent,47.02358562936915,71.28155701867702
2,7,Opponent,44.74487739613586,86.60749553306061
2,8,Opponent,69.57387922414057,39.67950169546697
2,9,Opponent,71.51327922212403,59.11243951557721
3,0,Opponent,21.782635083735613,11.294058151114507
3,1,Opponent,20.664391251818632,36.698740698613236
3,2,Opponent,18.547786241461623,50.83015845224134
3,3,Opponent,18.542498255816128,61.2761087698631
3,4,Opponent,43.281547303307974,11.889507522657961
3,5,Opponent,45.50948672634561,28.25866834915588
3,6,Opponent,46.03528440729951,69.12403908623095
3,7,Opponent,42.347802322532466,84.43877770475787
3,8,Opponent,68.89650142085524,37.884986104965236
3,9,Opponent,70.08712121419713,60.33820031960558
4,0,Opponent,19.311689732008215,13.526261174330996
4,1,Opponent,19.48015029122883,37.37484111894004
4,2,Opponent,19.564100817612548,51.872170118022545
4,3,Opponent,18.566863817184633,59.74724864388705
4,4,Opponent,43.00685354583467,10.749866178529583
4,5,Opponent,45.1707666807922,31.55149186614458
4,6,Opponent,43.93160035680974,69.30325953995698
4,7,Opponent,44.8885278950562,86.42162744532988
4,8,Opponent,68.61236412245655,40.43196362486005
4,9,Opponent,69.53313942603957,61.14973164282429
5,0,Opponent,20.42261443516206,16.83905679616474
5,1,Opponent,21.66617816173918,38.35615212512256
5,2,Opponent,17.84895036093838,52.875364453378815
5,3,Opponent,18.627434389037028,60.317441410699224
5,4,Opponent,44.87496808938313,11.40966277280624
5,5,Opponent,45.477817642301886,30.588747054993515
5,6,Opponent,45.251794950122616,72.10170118066766
5,7,Opponent,46.20120181441611,85.37970406596898
5,8,Opponent,69.82420096196296,39.82925162468635
5,9,Opponent,70.78790786542646,58.59828835462508
6,0,Opponent,18.27973573295068,15.81300504023071
6,1,Opponent,20.74088254885581,38.79219479266732
6,2,Opponent,22.139977753701416,49.77807384025193
6,3,Opponent,22.153881269506375,62.29220178057171
6,4,Opponent,42.419431994517645,10.589956768578848
6,5,Opponent,45.71141747350243,28.066270160515987
6,6,Opponent,44.16823677871002,69.60736206395389
6,7,Opponent,46.0009471759213,82.53763842505363
6,8,Opponent,70.21108329350236,39.22191207198789
6,9,Opponent,69.26003409444822,59.17361680369178
7,0,Opponent,19.635521298110476,14.813370655039147
7,1,Opponent,22.17252525660496,36.51861545383333
7,2,Opponent,18.94690655825956,51.36618049608218
7,3,Opponent,20.418786408399832,59.79156294155827
7,4,Opponent,45.20723007750694,9.628583278295206
7,5,Opponent,46.97225807781313,29.705287952611624
7,6,Opponent,44.786405862321395,71.45083636317486
7,7,Opponent,44.676352072709456,86.92934721335882
7,8,Opponent,71.9859928826066,37.156216981150706
7,9,Opponent,70.31450209091003,59.470747287790054
8,0,Opponent,19.426813496317436,17.371774977966115
8,1,Opponent,21.173207523673284,38.38567648359031
8,2,Opponent,19.63236524262867,51.326361485373454
8,3,Opponent,20.064019868855958,59.07902004822807
8,4,Opponent,43.00178713828985,10.15150542821734
8,5,Opponent,46.737522311321904,29.559856224449984
8,6,Opponent,44.882030443974124,67.85995478138052
8,7,Opponent,45.1735900300111,83.64902372438677
8,8,Opponent,69.34791817325981,38.303956552589284
8,9,Opponent,71.07663752979639,57.41815972849129
9,0,Opponent,19.854587099132317,16.244547679963492
9,1,Opponent,19.616624252589016,36.741661085351566
9,2,Opponent,19.894676035611106,51.28084465838699
9,3,Opponent,18.307702208349095,61.443678790856936
9,4,Opponent,47.26362237692588,9.675994313981958
9,5,Opponent,45.282552735458175,28.646497493210656
9,6,Opponent,44.89180436059487,68.6872474291351
9,7,Opponent,46.68795923622365,85.24235159341859
9,8,Opponent,72.81040120330215,41.97613956311734
9,9,Opponent,71.36896749712447,60.801623575121475
10,0,Opponent,21.02170943143789,12.910781494422674
10,1,Opponent,18.812923392254508,39.54121271580767
10,2,Opponent,22.72590698238528,55.1244573937968
10,3,Opponent,21.53869091183969,62.66525948101218
10,4,Opponent,46.738763953597925,8.787663088496762
10,5,Opponent,44.34397320041776,30.10261606978639
10,6,Opponent,43.23150826003985,69.30826985969533
10,7,Opponent,44.2636848316142,87.29473814097348
10,8,Opponent,70.23934420168563,38.60696091057221
10,9,Opponent,67.33524052907403,60.05951603483009
11,0,Opponent,19.660094254465154,14.477397980484618
11,1,Opponent,18.77976734331884,37.400034166561646
11,2,Opponent,21.702492030103556,51.295849933482806
11,3,Opponent,22.682012095137154,62.42070801891035
11,4,Opponent,43.810658324186704,11.07886580001939
11,5,Opponent,45.95567715734364,30.649667440459776
11,6,Opponent,45.12998626833406,70.88941668382762
11,7,Opponent,47.12128980737147,85.03982848437651
11,8,Opponent,68.6436558967318,38.71217438767969
11,9,Opponent,67.6537976642176,58.70054927495903
12,0,Opponent,19.352897410441297,15.969835487888457
12,1,Opponent,18.166846836047704,39.38997195362145
12,2,Opponent,21.50115585926574,53.41921524105433
12,3,Opponent,19.61713487245143,59.72284238251254
12,4,Opponent,42.93391028824015,8.239816964968838
12,5,Opponent,45.688243948703885,27.814705882501727
12,6,Opponent,44.575081140320485,70.58499851677782
12,7,Opponent,45.559175453982704,86.32889362824065
12,8,Opponent,68.9653499096987,40.79604381928897
12,9,Opponent,70.38078849563567,63.35843237061016
13,0,Opponent,21.79952188948974,15.456191167316534
13,1,Opponent,21.9526534682377,40.30697141208024
13,2,Opponent,22.20782143815859,53.42624536615101
13,3,Opponent,18.776032446562315,60.68017211027598
13,4,Opponent,46.86558202016198,9.31961663144086
13,5,Opponent,43.58078002130758,30.15073132395942
13,6,Opponent,46.1648329196048,69.22329007919627
13,7,Opponent,44.92281392263504,83.75182042436151
13,8,Opponent,72.52488462773428,39.7135446767326
13,9,Opponent,72.35808927862193,58.00648907895952
14,0,Opponent,18.606041520526954,15.061036809198178
14,1,Opponent,19.581730271790878,38.425943363990044
14,2,Opponent,20.864482875928,50.518234729156156
14,3,Opponent,18.10836425038265,61.44333342557381
14,4,Opponent,45.47585131231613,10.161061988247381
14,5,Opponent,41.695988650296904,32.11490788552756
14,6,Opponent,47.20855345647343,71.70153613748174
14,7,Opponent,45.46696749097385,82.74413191177794
14,8,Opponent,69.5467901827042,41.056373223948704
14,9,Opponent,73.52611393258204,58.92972398210455
15,0,Opponent,21.474482986263908,15.102643351855198
15,1,Opponent,18.427011304880697,38.034967677095835
15,2,Opponent,20.171272822522113,53.24835612628724
15,3,Opponent,19.11372661819845,59.845648397746274
15,4,Opponent,46.18977694108328,10.331181551017192
15,5,Opponent,42.92437597126614,29.606781628419903
15,6,Opponent,47.66368729880271,71.64754014056801
15,7,Opponent,45.4709762767218,83.91265242766995
15,8,Opponent,70.07006639383951,40.220886307956484
15,9,Opponent,70.26823071924765,60.58678494691039
16,0,Opponent,21.09731725005024,14.052365239878466
16,1,Opponent,20.53984794648163,39.7603939129597
16,2,Opponent,19.001312185714482,51.08194111687405
16,3,Opponent,20.155813368538652,59.10340515108192
16,4,Opponent,46.35691054675822,10.179223783586133
16,5,Opponent,45.68387179024859,29.20987945211796
16,6,Opponent,46.2988147263376,66.29644923406609
16,7,Opponent,43.975473853985655,86.27674000672775
16,8,Opponent,69.86390892788192,42.09650307773153
16,9,Opponent,69.55959262782085,60.92563562821327
17,0,Opponent,19.06362900965015,14.656091215263846
17,1,Opponent,23.934048140121085,40.7480835277203
17,2,Opponent,20.67877717076893,52.39490172118808
17,3,Opponent,21.238538284954487,61.02420643787491
17,4,Opponent,45.97468256989205,8.306225191763506
17,5,Opponent,43.835784422179294,29.458248180546242
17,6,Opponent,45.331902788182525,70.06233229139825
17,7,Opponent,45.072868226166776,82.11229994907929
17,8,Opponent,73.61154600157246,40.374832337289035
17,9,Opponent,72.37644724771205,61.13913372798358
18,0,Opponent,21.11741416784454,16.75662709134879
18,1,Opponent,20.78311678769941,38.39747856647365
18,2,Opponent,22.277441942743803,54.19323957256893
18,3,Opponent,17.233757616010386,58.36515158443296
18,4,Opponent,47.36862261890416,10.173067627721514
18,5,Opponent,44.839435348860626,28.62996003920228
18,6,Opponent,46.041213729477434,68.58640363259748
18,7,Opponent,47.35949313202778,84.40246108007375
18,8,Opponent,68.41775233159149,39.88934360916023
